Movie,StoryLine
"Stranger Things
TV Series
2016–
TV-14
51m","In a small town where everyone knows everyone, a peculiar incident starts a chain of events that leads to a child's disappearance, which begins to tear at the fabric of an otherwise-peaceful community. Dark government agencies and seemingly malevolent supernatural forces converge on the town, while a few of the locals begin to understand that more is going on than meets the eye. —Charles J."
"X
2022
R
1h 45m", 
"Last Seen Alive
2022
R
1h 35m",Will's soon-to-be ex-wife mysteriously vanishes at a gas station. He delves into the town's criminal underbelly while running from the authorities in a race against time to find her.
"Jeepers Creepers: Reborn
2022
R
1h 28m","The film unfolds as the Horror Hound festival holds its first ever event in Louisiana, where it attracts hundreds of geeks, freaks and die-hard horror fans from far and wide. Among them is fanboy Chase and his girlfriend Laine, who is forced to come along for the ride. But as the event approaches, Laine begins to experience unexplained premonitions and disturbing visions associated with the town's past, and in particular, local legend/urban myth The Creeper. As the festival arrives and the blood-soaked entertainment builds to a frenzy, Laine believes that something unearthly has been summoned and that she is at the center of it. —haidencharles"
"Inside Man
TV Mini Series
2022
59m","A prisoner on death row in the US and a woman trapped in a cellar under an English vicarage, cross paths in the most unexpected way."
"The Sandman
TV Series
2022–
TV-MA
45m","A wizard attempting to capture Death to bargain for eternal life traps her younger brother Dream instead. Fearful for his safety, the wizard kept him imprisoned in a glass bottle for decades. After his escape, Dream, also known as Morpheus, goes on a quest for his lost objects of power. —Neil Gaiman's Official Site"
"Inheritance
2020
TV-MA
1h 51m","The patriarch of a wealthy and powerful family suddenly passes away, leaving his daughter with a shocking secret inheritance that threatens to unravel and destroy the family."
"Big Sky
TV Series
2020–
TV-14
1h","Private detective Cassie Dewell partners with ex-cop Jenny Hoyt on a search for two sisters who have been kidnapped by a truck driver on a remote highway in Montana. When they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the perpetrator before another woman is taken. —mikkiparker"
"The Patient
TV Mini Series
2022
TV-MA
30m", 
"Where the Crawdads Sing
2022
PG-13
2h 5m","Abandoned by her family, Kya Clark, otherwise known to the townspeople of Barkley Cove as the Marsh Girl, is mysterious and wild. ""Where the Crawdads Sing"" is a coming-of-age story of a young girl raised by the marshlands of the south in the 1950s. When the town hotshot is found dead, and inexplicably linked to Kya, the Marsh Girl is the prime suspect in his murder case."
"NCIS
Original title: NCIS: Naval Criminal Investigative Service
TV Series
2003–
TV-14
1h","Special Agent Leroy Jethro Gibbs is the leader of a team of special agents belonging to the NCIS (Naval Criminal Investigative Service) Major Case Response Team. Gibbs, a former Marine, is a tough investigator and a highly skilled interrogator who relies on his gut instinct as much as evidence. Gibbs' second in command is Senior Field Agent Tony DiNozzo, a womanizing, movie-quoting former Baltimore Homicide Detective, who despite being the class clown always gets the job done. The team also consists of probationary field agent Eleanor Bishop, a former NSA agent, as well as Junior Field Agent Timothy McGee, a computer-savvy agent often mocked by DiNozzo. Assisting them are Abby Sciuto, the energetic-but-Goth lab tech who is like a daughter to Gibbs, and Dr. Donald Mallard, nicknamed Ducky, the eccentric medical examiner full of unusual stories. This team of elite agents, based in Washington, D.C., solve criminal cases involving Marine and Navy personnel and their families, sometimes traveling the United States - or the world - to do it."
"Law & Order: Special Victims Unit
TV Series
1999–
TV-14
1h", 
"Nope
2022
R
2h 10m", 
"Quantum Leap
TV Series
2022–
TV-PG
42m","The original show ran from 1989 to 1993 and told the story of Sam Beckett, a scientist who finds himself trapped in time after a botched experiment, forcing him to leap from body to body. The new Quantum Leap sequel takes place 30 years after Dr. Sam Beckett disappears into the Quantum Leap accelerator and centers around a new character, Dr. Ben Song, played by Raymond Lee. Dr. Song has ultimately been tasked with leading a new team to uncover the mysteries surrounding the original experiment and missing scientist Dr. Sam Beckett."
"Supernatural
TV Series
2005–2020
TV-14
44m","John Winchester raised his two sons Sam and Dean to hunt and kill all things that go ""bump in the night"" after his wife Mary was murdered by an evil supernatural being when the boys were little. 22 years later the brothers set out on a journey, fighting evil along the way, to find their recently-missing father; when they finally do he reveals he knows what demon killed their mother and has found a way to track and kill it. Meanwhile, Sam develops frightening abilities such as seeing visions of people dying before it actually happens. These visions are somehow connected to the demon that murdered his mother and its mysterious plans that seem to be all about Sam. When their father dies striking a deal with that very same demon, the brothers determine to finish his crusade. But disturbing revelations about Sam's part in the demon's apocalyptic plan are presented when John's dying last words to Dean are revealed. —Rachel B."
"1899
TV Series
2022–
1h","1899. A migrant steamship heads west to leave the old continent. The passengers, a mixed bag of European origins, united by their hopes and dreams for the new century and their future abroad. But their journey takes an unexpected turn when they discover another migrant ship adrift on open sea. What they will find on board, will turn their passage to the promised land into a horrifying nightmare. —Netflix"
"Significant Other
2022
R
1h 24m",Follows a young couple who take a remote backpacking trip through the Pacific Northwest and face sinister events leading them to realize that everything about the place is not as it seems.
"See How They Run
2022
PG-13
1h 38m","In the West End of 1950s London, plans for a movie version of a smash-hit play come to an abrupt halt after a pivotal member of the crew is murdered. When world-weary Inspector Stoppard (Sam Rockwell) and eager rookie Constable Stalker (Saoirse Ronan) take on the case, the two find themselves thrown into a puzzling whodunit within the glamorously sordid theater underground, investigating the mysterious homicide at their own peril."
"The Blacklist
TV Series
2013–
TV-14
43m","A highly articulate, erudite and intelligent businessman and mastermind, ""Red"" Reddington, has allegedly been on the ""10 Most Wanted List"" of various U.S. law enforcement agencies for over 20 years. The legend is that Red is as elusive as he is clever, controlling a labyrinth of creative enterprises, coupled with uncanny ability to gather and finesse information at the drop of a hat. On the first day at FBI for a new female profiler fresh out of Quantico, Red offers to bandy wits with the FBI. Red promises to deliver various criminals and plots previously unknown to any branch of law enforcement... and all Red requests in return is to choose his muse. —LA-Lawyer"
"Severance
TV Series
2022–
TV-MA
55m","Mark leads a team of office workers whose memories have been surgically divided between their work and personal lives. When a mysterious colleague appears outside of work, it begins a journey to discover the truth about their jobs."
"American Gigolo
TV Series
2022–
TV-MA
55m","A present-day reimagining of the iconic film. Jon Bernthal will play Julian Kaye, who is introduced 18 years after he's been arrested for murder and struggling to find his footing in the Los Angeles sex industry, while seeking the truth about the setup that sent him to prison all those years ago and also hoping to reconnect with Michelle (Gretchen Mol), his one true love. —SHOWTIME"
"Criminal Minds
TV Series
2005–2020
TV-14
42m", 
"Sherwood
TV Series
2022–
TV-MA
59m",Two shocking and unexpected murders shatter an already fractured community leading to one of the largest manhunts in British history.
"Karen Pirie
TV Series
2022–
2h","Karen is a refreshingly normal and charmingly unfashionable young woman. While she is not slick or a maverick cop, her quick mouth and ingenuity make her an impressive investigator. Following her promotion to Police Scotland's Historic Cases Unit, Karen is tasked with reopening the investigation into a murder that has been the subject of a provocative true crime podcast. When teenage barmaid Rosie Duff was stabbed to death in 1995, suspicion fell on the three drunken students who discovered her body. But despite police suspicion, the boys were never charged. Nearly 25 years on, DS Karen Pirie is determined to uncover what happened that fateful night. Do the men know more than they previously revealed? When Karen uncovers flaws in the initial investigation, she finds herself in conflict with the very officers who led the original hunt for the killer."
"Only Murders in the Building
TV Series
2021–
TV-MA
30m","Follows three strangers (Steve Martin, Martin Short, and Selena Gomez) who share an obsession with true crime and suddenly find themselves wrapped up in one. When a grisly death occurs inside their exclusive Upper West Side apartment building, the trio suspects murder and employs their precise knowledge of true crime to investigate the truth. As they record a podcast of their own to document the case, the three unravel the complex secrets of the building which stretch back years. Perhaps even more explosive are the lies they tell one another. Soon, the endangered trio comes to realize a killer might be living amongst them as they race to decipher the mounting clues before it's too late."
"Black Bird
TV Mini Series
2022
TV-MA
5h 47m","After Jimmy Keene is sentenced to 10 years in a minimum security prison without parole, he cuts a deal with the FBI to enter maximum-security prison for the criminally insane and befriend a suspected serial killer, Larry Hall (Paul Walter Hauser). Keene's job is to elicit a confession from Hall in order to slam the door on Hall's appeal and find the buried bodies of as many as eighteen women. But is Hall a serial killer? Or a serial confessor?"
"The Wonder
2022
R
1h 43m", 
"The Rookie: Feds
TV Series
2022–
TV-14","Special Agent Simone Clark, the oldest rookie in the FBI Academy, is assigned to support the LA field office."
"Westworld
TV Series
2016–
TV-MA
1h 2m","This science-fiction Western series from Jonathan Nolan and Lisa Joy was inspired by Michael Crichton's Westworld (1973) and is set at a Wild-West theme park created by Dr. Robert Ford (Sir Anthony Hopkins) with human-like androids, where guests are encouraged to indulge their fantasies and desires. —ahmetkozan"
"Law & Order
TV Series
1990–
TV-14
45m","Filmed on location in New York, the drama showcases the sometimes-complex process of determining guilt or innocence, while lives hang in the balance. Often inspired by the latest headlines, the plots highlight legal, ethical or personal dilemmas to which people can relate."
"FBI
TV Series
2018–
TV-14
1h","From Emmy Award winner Dick Wolf and the team behind the Law and Order franchise, ""FBI"" is a fast-paced drama about the inner workings of the New York office of the Federal Bureau of Investigation. This elite unit brings to bear all their talents, intellect, and technical expertise on major cases in order to keep New York and the country safe. Born into a multigenerational law-enforcement family, Special Agent Maggie Bell commits deeply to the people she works with as well as those she protects. Her partner is Special Agent Omar Adom ""OA"" Zidan, a West Point graduate via Bushwick who spent two years undercover for the DEA before being cherry-picked by the FBI. Overseeing them is Special Agent in Charge Isobel Castille who operates under intense pressure and has undeniable command authority. The team also includes Assistant Special Agent in Charge Jubal Valentine, the nerve center of the office, whose ability to easily relate to and engage with both superiors and subordinates makes him a master motivator. Kristen Chazal is the team's most valued resource, a brilliant analyst recruited straight out of university who can piece together the big picture more quickly than anyone. These first-class agents tenaciously investigate cases of tremendous magnitude, including terrorism, organized crime and counterintelligence."
"In the Dark
TV Series
2019–2022
TV-14
42m",A blind young woman tries to solve her friend's murder.
"House
Original title: House M.D.
TV Series
2004–2012
TV-14
44m","The series follows the life of anti-social, pain killer addict, witty and arrogant medical doctor Gregory House (Hugh Laurie) with only half a muscle in his right leg. He and his team of medical doctors try to cure complex and rare diseases from very ill ordinary people in the United States of America. —Samtroy"
"Black Mirror
TV Series
2011–2019
TV-MA
1h","Set in a world only minutes from our own, ""Black Mirror"", a UK and USA non-hosted anthology series; unveils how modern technologies can backfire and be used against their makers, every episode set in a slightly different reality with different characters combating different types of technologies. The series ran from 2011 until 2019. —Updated"
"Bones
TV Series
2005–2017
TV-14
40m","Brilliant, but socially inept, forensic anthropologist Dr. Temperence Brennan works at the Jeffersonian Institute in Washington DC. After consulting for him on a FBI case, she is approached by cocky yet charming Former Army Ranger turned Special Agent, Seeley Booth to help the Bureau solve crimes by identifying human remains that are too far gone for standard FBI forensic investigations. Brennan's empirical, literal view of the world causes friction with Booths emotive, instinctive attitude creating a volatile relationship. However as their case load increases the symbiotic partnership produces results and with the support of Brennan's Squint Squad, murderers, past and present should be on the look out. —h_berry"
"La Brea
TV Series
2021–
TV-14","A massive sinkhole mysteriously opens up in Los Angeles, separating part of a family in an unexplainable primeval world, alongside a desperate group of strangers."
"Resident Alien
TV Series
2021–
TV-14
44m","An alien, who has crash landed on earth on a mission to destroy humanity, assumes the identity of Dr. Harry Vanderspeigel, so he can remain undetected by the residents of Patience, CO while he searches the snow-covered Colorado Mountains for pieces of his ship. He learns ""to be human"" by watching Law and Order and mimicking the late, great Jerry Orbach. One day the sheriff of Patience, Mike ""Big Black"" Thompson and his deputy, Liv Baker, show up at his isolated cabin. There has been a murder in town and they need a doctor. The murder victim is the town doctor. Soon, he finds himself as the new town doctor and in constant contact with the people of the town. Something, until now, he has vehemently avoided. Now, as he is spending more time with humans, he is learning more about them and what makes them human. Which gives him pause, but is still determined to complete his mission to destroy the people of earth. He also discovers there is one person in town who can see him in his true form; which, of course, is less than ideal."
"Glass Onion: A Knives Out Mystery
2022
PG-13
2h 19m",Famed Southern detective Benoit Blanc travels to Greece for his latest case.
"True Detective
TV Series
2014–2019
TV-MA
55m","In 2012, Louisiana State Police Detectives Rust Cohle and Martin Hart are brought in to revisit a homicide case they worked in 1995. As the inquiry unfolds in present day through separate interrogations, the two former detectives narrate the story of their investigation, reopening unhealed wounds, and drawing into question their supposed solving of a bizarre ritualistic murder in 1995. The timelines braid and converge in 2012 as each man is pulled back into a world they believed they'd left behind. In learning about each other and their killer, it becomes clear that darkness lives on both sides of the law. —Rich28"
"Midsommar
2019
R
2h 28m","Dani (Florence Pugh) and Christian (Jack Reynor) are a young American couple with a relationship on the brink of falling apart. But after a family tragedy keeps them together, Christian invites a grieving Dani to join him and his friends on a trip to a once-in-a-lifetime midsummer festival in a remote Swedish village. What begins as a carefree summer holiday in the North European land of eternal sunlight takes a sinister turn when the insular villagers invite their guests to partake in festivities that render the pastoral paradise increasingly unnerving and viscerally disturbing. —A24 Releasing"
"The Witcher
TV Series
2019–
TV-MA
1h","The Witcher is a fantasy drama web television series created by Lauren Schmidt Hissrich for Netflix. It is based on the book series of the same name by Polish writer Andrzej Sapkowski. The Witcher follows the story of Geralt of Rivia, a solitary monster hunter, who struggles to find his place in a world where people often prove more wicked than monsters and beasts. But when destiny hurtles him toward a powerful sorceress, and a young princess with a special gift, the three must learn to navigate independently the increasingly volatile Continent. —aaltaiawy"
"Devil in Ohio
TV Mini Series
2022
TV-MA
5h 56m","When 15-year-old Jules Mathis comes home from school to find a strange girl sitting in her living room, her psychiatrist mother reveals that Mae is one of her patients at the hospital and will be staying with their family for a few days. But soon Mae is wearing Jules' clothes, sleeping in her bedroom, edging her out of her position on the school paper and flirting with Jules' crush. And Mae has no intention of leaving."
"The X-Files
Original title: The X Files
TV Series
1993–2018
TV-14
45m","Two FBI agents, Fox Mulder and Dana Scully work in an unassigned detail of the bureau called the X-Files investigating cases dealing with unexplained paranormal phenomena. Mulder, a true believer, and Scully, a skeptic, perceive their cases from stand points of science and the paranormal. —ZachMichalik"
"Dahmer - Monster: The Jeffrey Dahmer Story
TV Mini Series
2022
TV-MA
8h 54m","One of America's most notorious serial killers, largely told from the point of view of Jeffrey Dahmer's victims, and dives deeply into the police incompetence and apathy that allowed the Wisconsin native to go on a multiyear killing spree. The series dramatizes at least 10 instances where Dahmer was almost apprehended but ultimately let go. The series also is expected to touch on ,Dahmer, a cleancut, good-looking guy, was repeatedly given a free pass by cops as well as by judges who were lenient when he had been charged with petty crimes."
"Lou
2022
R
1h 47m", 
"Better Call Saul
TV Series
2015–2022
TV-MA
46m","Before Saul Goodman, he was Jimmy McGill. And if you're calling Jimmy, you're in real trouble. The prequel to ""Breaking Bad"" follows small-time attorney, Jimmy McGill, as he transforms into Walter White's morally challenged lawyer, Saul Goodman. —zaahir1604"
"Breaking Bad
TV Series
2008–2013
TV-MA
49m","Walter H. White is a chemistry genius, but works as a chemistry teacher in an Albequerque, New Mexico high school. His life drastically changes when he's diagnosed with stage III terminal lung cancer, and given a short amount of time left to live: a mere matter of months. To ensure his handicapped son and his pregnant wife have a financial future, Walt uses his chemistry background to create and sell the world's finest crystal methamphetamine. To sell his signature ""blue meth,"" he teams up with Jesse Pinkman, a former student of his. The meth makes them very rich very quickly, but it attracts the attention of his DEA brother in law Hank. As Walt and Jesse's status in the drug world escalates, Walt becomes a dangerous criminal and Jesse becomes a hot-headed salesman. Hank is always hot on his tail, and it forces Walt to come up with new ways to cover his tracks. —halo1k, jackenyon"
"Cyberpunk: Edgerunners
TV Series
2022–
TV-MA
24m","A Street Kid trying to survive in a technology and body modification-obsessed city of the future. Having everything to lose, he chooses to stay alive by becoming an Edgerunner, a Mercenary outlaw also known as a Cyberpunk."
"The Boys
TV Series
2019–
TV-MA
1h","The Boys is set in a universe in which superpowered people are recognized as heroes by the general public and owned by a powerful corporation, Vought International, which ensures that they are aggressively marketed and monetized. Outside of their heroic personas, most are arrogant and corrupt. The series primarily focuses on two groups: the titular Boys, vigilantes looking to keep the corrupted heroes under control, and the Seven, Vought International's premier superhero team. The Boys are led by Billy Butcher, who despises all superpowered people, and the Seven are led by the egotistical and unstable Homelander. As a conflict ensues between the two groups, the series also follows the new members of each team: Hugh ""Hughie"" Campbell of the Boys, who joins the vigilantes after his girlfriend is killed in a high-speed collision by the Seven's A-Train, and Annie January/Starlight of the Seven, a young and hopeful heroine forced to face the truth about the heroes she admires."
"Vikram Vedha
2022
2h 40m",Vikram an encounter specialist raids a place killing all the gangsters who work for a dreaded gangster Vedha but fails to get any information on his hide out.Vedha has spread his fear over the region by killing around 16 people and is currently underground due to fear of being arrested.Vikram finds about his hideout and before he could leave with his team surprisingly Vedha comes and surrenders himself at police headquarters.During interrogation Vedha is mum but opens up only when Vikram interrogates him where he revels him about his past on how from small goon he turned a gangster.But within next few minutes Vedha is given bail by his lawyer Priya whose wife of Vikram.Vikram realizes that Vedha has some plan of getting himself arrested and then bailing himself out within no time leaving him with an unsolved mystery. —alex.mjacko@gmail.com
"A Friend of the Family
TV Mini Series
2022
TV-MA
45m","Based on the harrowing true story of the Broberg family, whose daughter Jan was kidnapped multiple times over a period of years by a charismatic, obsessed family ""friend."" The Brobergs, devoted to their faith, family, and community, were utterly unprepared for the sophisticated tactics their neighbor used to exploit their vulnerabilities, drive them apart, and turn their daughter against them. This is the story of how their lives were permanently altered, and how they survived. —brianfabulous"
"Violent Night
2022
R
1h 41m","A team of elite mercenaries breaks into a wealthy family compound on Christmas Eve, taking everyone inside hostage. But the team isn't prepared for a surprise combatant: Santa Claus is on the grounds, and he's about to show why this Nick is no saint. —Justin Kroll"
"DC League of Super-Pets
2022
PG
1h 45m","When the Justice League are captured by Lex Luthor, Superman's dog, Krypto, forms a team of shelter-pets who were given super-powers: A hound named Ace, who becomes super-strong, a pig named PB, who can grow to giant-size, a turtle named Merton, who becomes super-fast, and a squirrel named Chip, who gains electric-powers."
"Big Sky
TV Series
2020–
TV-14
1h","Private detective Cassie Dewell partners with ex-cop Jenny Hoyt on a search for two sisters who have been kidnapped by a truck driver on a remote highway in Montana. When they discover that these are not the only girls who have disappeared in the area, they must race against the clock to stop the perpetrator before another woman is taken. —mikkiparker"
"Peaky Blinders
TV Series
2013–2022
TV-MA
1h", 
"NCIS
Original title: NCIS: Naval Criminal Investigative Service
TV Series
2003–
TV-14
1h","Special Agent Leroy Jethro Gibbs is the leader of a team of special agents belonging to the NCIS (Naval Criminal Investigative Service) Major Case Response Team. Gibbs, a former Marine, is a tough investigator and a highly skilled interrogator who relies on his gut instinct as much as evidence. Gibbs' second in command is Senior Field Agent Tony DiNozzo, a womanizing, movie-quoting former Baltimore Homicide Detective, who despite being the class clown always gets the job done. The team also consists of probationary field agent Eleanor Bishop, a former NSA agent, as well as Junior Field Agent Timothy McGee, a computer-savvy agent often mocked by DiNozzo. Assisting them are Abby Sciuto, the energetic-but-Goth lab tech who is like a daughter to Gibbs, and Dr. Donald Mallard, nicknamed Ducky, the eccentric medical examiner full of unusual stories. This team of elite agents, based in Washington, D.C., solve criminal cases involving Marine and Navy personnel and their families, sometimes traveling the United States - or the world - to do it."
"Law & Order: Special Victims Unit
TV Series
1999–
TV-14
1h", 
"Walker: Independence
TV Series
2022–
TV-14","Abby Walker's husband is murdered before her eyes. On her quest for revenge, Abby crosses paths with Hoyt Rawlins. Abby and Hoyt's journey takes them to Independence, Texas, where they encounter residents running from their own pasts."
"The Rookie
TV Series
2018–
TV-14
43m","The series follows John Nolan, a 40-year-old man who moves from his comfortable small-town life to Los Angeles to pursue his dream of being a police officer for the Los Angeles Police Department. He must navigate the dangerous, humorous, unpredictable world of a ""young"" cop, determined to make his second shot at life count."
"The Sopranos
TV Series
1999–2007
TV-MA
55m","An innovative look at the life of fictional Mafia Capo Tony Soprano, this serial is presented largely first person, but additional perspective is conveyed by the intimate conversations Tony has with his psychotherapist. We see Tony at work, at home, and in therapy. Moments of black comedy intersperse this aggressive, adult drama, with adult language, and extreme violence. —ahmetkozan"
"The Blacklist
TV Series
2013–
TV-14
43m","A highly articulate, erudite and intelligent businessman and mastermind, ""Red"" Reddington, has allegedly been on the ""10 Most Wanted List"" of various U.S. law enforcement agencies for over 20 years. The legend is that Red is as elusive as he is clever, controlling a labyrinth of creative enterprises, coupled with uncanny ability to gather and finesse information at the drop of a hat. On the first day at FBI for a new female profiler fresh out of Quantico, Red offers to bandy wits with the FBI. Red promises to deliver various criminals and plots previously unknown to any branch of law enforcement... and all Red requests in return is to choose his muse. —LA-Lawyer"
"American Gigolo
TV Series
2022–
TV-MA
55m","A present-day reimagining of the iconic film. Jon Bernthal will play Julian Kaye, who is introduced 18 years after he's been arrested for murder and struggling to find his footing in the Los Angeles sex industry, while seeking the truth about the setup that sent him to prison all those years ago and also hoping to reconnect with Michelle (Gretchen Mol), his one true love. —SHOWTIME"
"Criminal Minds
TV Series
2005–2020
TV-14
42m","Based in Quantico, Virginia, the Behavioral Analysis Unit (B.A.U.) is a subsection of the F.B.I. Called in by local Police departments to assist in solving crimes of a serial and/or extremely violent nature where the perpetrator is unknown (referred to by the Unit as the unknown subject or ""unsub"" for short), the B.A.U. uses the controversial scientific art of profiling to track and apprehend the unsub. Profiling entails coming up with basic characteristics of the unsub and the victims (referred to as the victimology), using evidence from the case and matching that information to historic precedents and psychological analyses as a means to solve the case. Because of the nature of the work conducted by the B.A.U. - the work being time consuming and psychologically demanding - its members are fiercely loyal to the Unit and to its other members. Also because of the work's overall demanding nature, not many members of the B.A.U. have been able to maintain a happy or stable family life. —Huggo"
"Dahmer
2002
R
1h 41m","Before his arrest and conviction for serial murders, chocolate factory worker Jeffrey Dahmer hunts Milwaukee, Wisconsin, for young attractive males to turn into unconscious (eventually dead) human sex toys, current acts which often prompt memories of earlier killings and of dealings with his suspicious but unaware father. —statmanjeff"
"Sherwood
TV Series
2022–
TV-MA
59m",Two shocking and unexpected murders shatter an already fractured community leading to one of the largest manhunts in British history.
"Karen Pirie
TV Series
2022–
2h","Karen is a refreshingly normal and charmingly unfashionable young woman. While she is not slick or a maverick cop, her quick mouth and ingenuity make her an impressive investigator. Following her promotion to Police Scotland's Historic Cases Unit, Karen is tasked with reopening the investigation into a murder that has been the subject of a provocative true crime podcast. When teenage barmaid Rosie Duff was stabbed to death in 1995, suspicion fell on the three drunken students who discovered her body. But despite police suspicion, the boys were never charged. Nearly 25 years on, DS Karen Pirie is determined to uncover what happened that fateful night. Do the men know more than they previously revealed? When Karen uncovers flaws in the initial investigation, she finds herself in conflict with the very officers who led the original hunt for the killer."
"Only Murders in the Building
TV Series
2021–
TV-MA
30m","Follows three strangers (Steve Martin, Martin Short, and Selena Gomez) who share an obsession with true crime and suddenly find themselves wrapped up in one. When a grisly death occurs inside their exclusive Upper West Side apartment building, the trio suspects murder and employs their precise knowledge of true crime to investigate the truth. As they record a podcast of their own to document the case, the three unravel the complex secrets of the building which stretch back years. Perhaps even more explosive are the lies they tell one another. Soon, the endangered trio comes to realize a killer might be living amongst them as they race to decipher the mounting clues before it's too late."
"Black Bird
TV Mini Series
2022
TV-MA
5h 47m","After Jimmy Keene is sentenced to 10 years in a minimum security prison without parole, he cuts a deal with the FBI to enter maximum-security prison for the criminally insane and befriend a suspected serial killer, Larry Hall (Paul Walter Hauser). Keene's job is to elicit a confession from Hall in order to slam the door on Hall's appeal and find the buried bodies of as many as eighteen women. But is Hall a serial killer? Or a serial confessor?"
"East New York
TV Series
2022–
TV-14","Follows the recently promoted police captain of East New York, Regina Haywood, who leads a diverse group of officers and detectives, some of whom are hesitant to deploy her creative methods of serving and protecting."
"The Godfather
1972
R
2h 55m", 
"Memory
2022
R
1h 54m","Alex Lewis (Liam Neeson) is an expert assassin with a reputation for discreet precision. Caught in a moral quagmire, Alex refuses to complete a job that violates his code and must quickly hunt down and kill the people who hired him before they and FBI agent Vincent Serra (Guy Pearce) find him first. Alex is built for revenge but, with a memory that is beginning to falter, he is forced to question his every action, blurring the line between right and wrong."
"The Rookie: Feds
TV Series
2022–
TV-14","Special Agent Simone Clark, the oldest rookie in the FBI Academy, is assigned to support the LA field office."
"Law & Order
TV Series
1990–
TV-14
45m","Filmed on location in New York, the drama showcases the sometimes-complex process of determining guilt or innocence, while lives hang in the balance. Often inspired by the latest headlines, the plots highlight legal, ethical or personal dilemmas to which people can relate."
"FBI
TV Series
2018–
TV-14
1h","From Emmy Award winner Dick Wolf and the team behind the Law and Order franchise, ""FBI"" is a fast-paced drama about the inner workings of the New York office of the Federal Bureau of Investigation. This elite unit brings to bear all their talents, intellect, and technical expertise on major cases in order to keep New York and the country safe. Born into a multigenerational law-enforcement family, Special Agent Maggie Bell commits deeply to the people she works with as well as those she protects. Her partner is Special Agent Omar Adom ""OA"" Zidan, a West Point graduate via Bushwick who spent two years undercover for the DEA before being cherry-picked by the FBI. Overseeing them is Special Agent in Charge Isobel Castille who operates under intense pressure and has undeniable command authority. The team also includes Assistant Special Agent in Charge Jubal Valentine, the nerve center of the office, whose ability to easily relate to and engage with both superiors and subordinates makes him a master motivator. Kristen Chazal is the team's most valued resource, a brilliant analyst recruited straight out of university who can piece together the big picture more quickly than anyone. These first-class agents tenaciously investigate cases of tremendous magnitude, including terrorism, organized crime and counterintelligence."
"The Batman
2022
PG-13
2h 56m","""Batman ventures into Gotham City's underworld when a sadistic killer leaves behind a trail of cryptic clues. As the evidence begins to lead closer to home and the scale of the perpetrator's plans become clear, he must forge new relationships, unmask the culprit and bring justice to the abuse of power and corruption that has long plagued the metropolis. —krmanirethnam"
"In the Dark
TV Series
2019–2022
TV-14
42m", 
"Lucifer
TV Series
2016–2021
TV-14
42m", 
"Bones
TV Series
2005–2017
TV-14
40m","Brilliant, but socially inept, forensic anthropologist Dr. Temperence Brennan works at the Jeffersonian Institute in Washington DC. After consulting for him on a FBI case, she is approached by cocky yet charming Former Army Ranger turned Special Agent, Seeley Booth to help the Bureau solve crimes by identifying human remains that are too far gone for standard FBI forensic investigations. Brennan's empirical, literal view of the world causes friction with Booths emotive, instinctive attitude creating a volatile relationship. However as their case load increases the symbiotic partnership produces results and with the support of Brennan's Squint Squad, murderers, past and present should be on the look out. —h_berry"
"Glass Onion: A Knives Out Mystery
2022
PG-13
2h 19m",Famed Southern detective Benoit Blanc travels to Greece for his latest case.
"True Detective
TV Series
2014–2019
TV-MA
55m","In 2012, Louisiana State Police Detectives Rust Cohle and Martin Hart are brought in to revisit a homicide case they worked in 1995. As the inquiry unfolds in present day through separate interrogations, the two former detectives narrate the story of their investigation, reopening unhealed wounds, and drawing into question their supposed solving of a bizarre ritualistic murder in 1995. The timelines braid and converge in 2012 as each man is pulled back into a world they believed they'd left behind. In learning about each other and their killer, it becomes clear that darkness lives on both sides of the law. —Rich28"
"You
TV Series
2018–
TV-MA
45m","Based on Caroline Kepnes' best-selling novel of the same name, YOU is a 21st century love story that asks, ""What would you do for love?"" When a brilliant bookstore manager crosses paths with an aspiring writer, his answer becomes clear: anything. Using the internet and social media as his tools to gather the most intimate of details and get close to her, a charming and awkward crush quickly becomes obsession as he quietly and strategically removes every obstacle - and person - in his way. —ahmetkozan"
"Daredevil
TV Series
2015–2018
TV-MA
54m", 
"Brooklyn Nine-Nine
TV Series
2013–2021
TV-14
22m", 
"American Psycho
2000
R
1h 42m","It's the late 1980s. Twenty-seven year old Wall Streeter Patrick Bateman travels among a closed network of the proverbial beautiful people, that closed network in only they able to allow others like themselves in in a feeling of superiority. Patrick has a routinized morning regimen to maintain his appearance of attractiveness and fitness. He, like those in his network, are vain, narcissistic, egomaniacal and competitive, always having to one up everyone else in that presentation of oneself, but he, unlike the others, realizes that, for himself, all of these are masks to hide what is truly underneath, someone/something inhuman in nature. In other words, he is comprised of a shell resembling a human that contains only greed and disgust, greed in wanting what others may have, and disgust for those who do not meet his expectations and for himself in not being the first or the best. That disgust ends up manifesting itself in wanting to rid the world of those people, he not seeing them as people but only of those characteristics he wants to rid."
"The Wire
TV Series
2002–2008
TV-MA
59m","The streets of Baltimore as a microcosm of the US's war on drugs, and of US urban decay in general. Seen not only through the eyes of a few policemen and drug gang members but also the people who influence and inhabit their world - politicians, the media, drug addicts and everyday citizens. —grantss"
